Artist,Artist Popularity,Artist Followers,Song Name,Year,Explicit,Popularity,Valence,Loudness,Danceability,Energy
Stealth,50,64488,Judgement Day - Acoustic,2018,False,33,0.322,-5.692,0.597,0.441
Stealth,50,64488,Mos Ndalo,2022,True,44,0.579,-8.887,0.799,0.541
Stealth,50,64488,Truth Is,2018,False,35,0.536,-4.321,0.613,0.729
Stealth,50,64488,Kodak,2019,True,42,0.327,-10.049,0.826,0.501
Stealth,50,64488,Nuk ka dashni (Hellbanianz),2017,False,43,0.444,-13.856,0.768,0.395
Stealth,50,64488,Stack It Up,2023,True,22,0.607,-8.895,0.872,0.661
Stealth,50,64488,Never Say Die,2021,False,30,0.474,-4.085,0.536,0.811
Stealth,50,64488,Won't See Me Cry,2018,False,24,0.3,-9.312,0.495,0.482
Stealth,50,64488,Gotta Stop Loving You,2021,False,29,0.284,-4.722,0.566,0.693
Stealth,50,64488,Truth Is,2021,False,31,0.547,-4.311,0.613,0.73
Stealth,50,64488,Gango,2019,True,41,0.555,-5.392,0.587,0.646
Stealth,50,64488,That Kenny,2022,True,20,0.761,-9.044,0.703,0.714
Stealth,50,64488,Music Is My Suicide,2023,False,35,0.386,-3.753,0.454,0.928
Stealth,50,64488,Ky o stili (Hellbanianz),2016,False,41,0.103,-11.227,0.695,0.442
Stealth,50,64488,Shirts and Pants,2020,False,26,0.659,-15.143,0.907,0.475
Elvana Gjata,52,242021,EX,2022,False,54,0.786,-3.543,0.749,0.881
Elvana Gjata,52,242021,POW,2022,False,55,0.306,-4.585,0.531,0.538
Elvana Gjata,52,242021,Pak,2023,False,50,0.707,-5.772,0.784,0.719
Elvana Gjata,52,242021,Mike,2018,False,48,0.657,-7.657,0.899,0.513
Elvana Gjata,52,242021,E di,2021,False,47,0.725,-4.851,0.684,0.707
Elvana Gjata,52,242021,Love Me (Love Me),2015,False,48,0.701,-4.342,0.8,0.676
Elvana Gjata,52,242021,Fustani,2019,False,47,0.62,-5.671,0.614,0.695
Elvana Gjata,52,242021,Marre,2021,False,45,0.469,-4.818,0.692,0.732
Elvana Gjata,52,242021,Loti,2021,False,48,0.334,-7.685,0.704,0.637
Elvana Gjata,52,242021,Rrotullo,2023,False,49,0.494,-6.192,0.856,0.629
Elvana Gjata,52,242021,A m'don,2019,False,45,0.863,-5.24,0.928,0.62
Elvana Gjata,52,242021,SI NA - BBVA Piano Version,2023,False,49,0.353,-7.601,0.763,0.266
Elvana Gjata,52,242021,Kuq e Zi,2015,False,43,0.406,-9.623,0.61,0.763
Elvana Gjata,52,242021,1990,2014,False,45,0.802,-7.514,0.806,0.685
Elvana Gjata,52,242021,Me tana,2019,False,42,0.408,-4.515,0.822,0.718
Elvana Gjata,52,242021,SYNIN,2023,False,45,0.466,-7.671,0.685,0.616
Elvana Gjata,52,242021,Tavolina e mërzisë,2019,False,43,0.764,-5.524,0.802,0.486
Elvana Gjata,52,242021,Lejla,2016,False,39,0.704,-7.487,0.776,0.735
Elvana Gjata,52,242021,Ku Vajti,2018,False,38,0.449,-4.997,0.679,0.766
Elvana Gjata,52,242021,Njesoj,2016,False,37,0.55,-5.963,0.506,0.764
Elvana Gjata,52,242021,Xheloz,2018,False,35,0.895,-5.386,0.406,0.654
Elvana Gjata,52,242021,Me fal,2018,False,37,0.217,-6.723,0.406,0.484
Elvana Gjata,52,242021,SI NA - Negativ,2023,False,38,0.489,-5.395,0.657,0.723
Elvana Gjata,52,242021,Kunadhe,2021,False,30,0.8,-2.954,0.782,0.839
Elvana Gjata,52,242021,A po vjen,2021,False,31,0.607,-4.003,0.59,0.623
Elvana Gjata,52,242021,Mos u ngut,2021,False,30,0.88,-2.898,0.679,0.818
Elvana Gjata,52,242021,Drandofilat,2021,False,30,0.423,-5.024,0.663,0.493
Elvana Gjata,52,242021,Vetes,2011,False,32,0.666,-11.676,0.519,0.468
Elvana Gjata,52,242021,Me Ty,2011,False,32,0.215,-12.954,0.593,0.35
Elvana Gjata,52,242021,Gjerat kane ndryshuar,2018,False,30,0.242,-6.799,0.222,0.491
Mc Kresha,53,223837,Shake it (Kanga e Drake),2023,True,60,0.839,-5.581,0.849,0.753
Mc Kresha,53,223837,Süße,2023,True,49,0.704,-5.443,0.833,0.804
Mc Kresha,53,223837,Luv Luv,2014,True,51,0.393,-9.386,0.78,0.493
Mc Kresha,53,223837,Semafori,2019,True,49,0.453,-8.335,0.685,0.608
Mc Kresha,53,223837,Süße,2023,True,49,0.704,-5.443,0.833,0.804
Mc Kresha,53,223837,Era,2016,True,43,0.35,-5.675,0.695,0.772
Mc Kresha,53,223837,Shottas n'BMW,2023,True,44,0.564,-5.505,0.761,0.734
Mc Kresha,53,223837,Inati,2022,True,42,0.714,-6.878,0.744,0.616
Mc Kresha,53,223837,Poem,2010,True,43,0.664,-7.562,0.825,0.673
Mc Kresha,53,223837,Thug Livin’,2023,True,40,0.473,-4.845,0.829,0.617
Mc Kresha,53,223837,Thirri krejt shoqet,2016,True,41,0.861,-6.415,0.922,0.641
Mc Kresha,53,223837,HipHop,2016,True,39,0.712,-3.808,0.816,0.864
Mc Kresha,53,223837,Criminal Immigrant,2021,True,38,0.686,-8.186,0.602,0.663
Mc Kresha,53,223837,Krushqit me Maybach,2023,True,40,0.669,-6.208,0.839,0.735
Mc Kresha,53,223837,Stuhi mbi oqean,2022,True,38,0.589,-6.46,0.729,0.633
Mc Kresha,53,223837,Hustle për Burek,2023,True,38,0.563,-5.774,0.759,0.693
Mc Kresha,53,223837,Duqa mi duqa,2019,True,39,0.419,-9.609,0.824,0.601
Mc Kresha,53,223837,Jerëm,2023,True,38,0.185,-5.109,0.86,0.599
Mc Kresha,53,223837,Hotel Mahalla,2022,True,37,0.73,-7.794,0.781,0.51
Mc Kresha,53,223837,Filmi i fundit,2019,True,36,0.789,-6.916,0.707,0.73
Mc Kresha,53,223837,Poem,2019,False,41,0.643,-7.572,0.828,0.684
Mc Kresha,53,223837,Rammstein,2022,True,36,0.599,-4.832,0.772,0.744
Mc Kresha,53,223837,Paret Lejla,2022,True,35,0.476,-5.057,0.749,0.814
Mc Kresha,53,223837,Nji Lot,2022,True,35,0.145,-6.271,0.455,0.58
Mc Kresha,53,223837,Diamant,2023,True,35,0.518,-5.469,0.914,0.634
Mc Kresha,53,223837,Hey hey hey,2016,True,34,0.435,-9.883,0.785,0.439
Mc Kresha,53,223837,Lej Flleshat,2010,True,36,0.878,-5.824,0.761,0.827
Mc Kresha,53,223837,Cok Guzel,2012,True,35,0.554,-5.682,0.803,0.839
Mc Kresha,53,223837,S'mund t'jetoj pa ty,2016,True,34,0.689,-7.889,0.747,0.693
Mc Kresha,53,223837,I re pishmon,2016,True,33,0.627,-6.031,0.84,0.58
Vinz,50,75701,Am I Wrong,2014,False,80,0.779,-6.003,0.729,0.675
Vinz,50,75701,Am I Wrong,2014,False,61,0.76,-5.465,0.725,0.68
Vinz,50,75701,That's How You Know (feat. Kid Ink & Bebe Rexha),2015,True,56,0.737,-6.406,0.769,0.437
Vinz,50,75701,Hood Life 3,2023,True,55,0.66,-11.873,0.616,0.451
Vinz,50,75701,In Your Arms,2014,False,52,0.674,-6.051,0.431,0.81
Vinz,50,75701,Poppin Smoke,2022,True,51,0.324,-9.112,0.779,0.532
Vinz,50,75701,When the Day Comes,2014,False,53,0.32,-6.39,0.706,0.653
Vinz,50,75701,Hood Life 2,2020,True,51,0.557,-9.697,0.869,0.514
Vinz,50,75701,Space - Radio Edit,2024,False,29,0.421,-4.93,0.506,0.873
Vinz,50,75701,Behind Bars,2023,True,48,0.305,-11.246,0.902,0.321
Vinz,50,75701,Lonely,2020,True,47,0.363,-9.141,0.831,0.514
Vinz,50,75701,Freestyle,2020,True,46,0.674,-14.623,0.865,0.451
Vinz,50,75701,My Shqipez (HELLBANIANZ),2016,False,47,0.468,-9.17,0.905,0.558
Vinz,50,75701,Shqipet e marr,2019,True,46,0.784,-6.948,0.932,0.571
Vinz,50,75701,Dominicana,2021,True,44,0.635,-8.364,0.849,0.597
Vinz,50,75701,Wanted,2017,False,29,0.531,-6.215,0.56,0.677
Vinz,50,75701,Young Shqipe,2019,True,39,0.437,-10.867,0.894,0.566
Vinz,50,75701,Iconic Mind - Radio Edit,2015,False,20,0.781,-3.943,0.722,0.948
Vinz,50,75701,Intrigued,2017,False,36,0.312,-4.601,0.652,0.686
Vinz,50,75701,In Your Arms,2014,False,34,0.674,-6.051,0.431,0.81
Vinz,50,75701,Way Back,2023,False,23,0.467,-10.305,0.536,0.595
Vinz,50,75701,Praying to a God,2015,False,36,0.458,-8.081,0.73,0.325
Vinz,50,75701,Imagine,2014,False,35,0.473,-4.306,0.693,0.637
Vinz,50,75701,Our Love,2015,False,36,0.383,-6.692,0.741,0.773
Vinz,50,75701,Real Life (HELLBANIANZ),2015,False,42,0.0406,-11.47,0.615,0.5
Vinz,50,75701,Dromendans,2011,False,59,0.972,-5.025,0.833,0.857
Vinz,50,75701,Runnin',2014,False,33,0.562,-6.472,0.757,0.68
Vinz,50,75701,Above O,2017,False,24,0.0645,-4.056,0.622,0.902
Vinz,50,75701,Hold It Together (feat. Willy Beaman),2016,False,36,0.416,-5.221,0.432,0.529
Vinz,50,75701,Vinz ft Stealth - Nobody (HELLBANIANZ),2016,False,41,0.32,-11.1,0.799,0.463
Kida,52,283262,Mesazh,2023,False,60,0.57,-6.841,0.723,0.722
Kida,52,283262,AM,2022,False,54,0.789,-6.649,0.766,0.771
Kida,52,283262,PM,2022,False,55,0.55,-8.081,0.74,0.623
Kida,52,283262,Fluturu,2023,False,52,0.564,-4.952,0.78,0.878
Kida,52,283262,Vaj,2023,False,54,0.524,-4.794,0.796,0.732
Kida,52,283262,Tela,2019,False,49,0.822,-5.464,0.823,0.665
Kida,52,283262,URU,2023,False,48,0.633,-6.881,0.675,0.805
Kida,52,283262,TDU,2022,False,45,0.808,-8.844,0.825,0.623
Kida,52,283262,AI ME MU SO,2022,False,49,0.624,-5.031,0.888,0.656
Kida,52,283262,GRABBA,2018,True,38,0.647,-6.843,0.786,0.703
Kida,52,283262,Paranoia,2020,False,45,0.34,-4.256,0.799,0.804
Kida,52,283262,Deja vu,2019,False,43,0.874,-5.264,0.773,0.689
Kida,52,283262,Pishmon,2020,False,45,0.54,-5.233,0.778,0.77
Kida,52,283262,Ma lujte,2022,False,43,0.414,-6.463,0.733,0.606
Kida,52,283262,GRABBA,2017,True,34,0.646,-5.934,0.835,0.681
Kida,52,283262,Leje,2023,False,42,0.554,-6.237,0.745,0.732
Kida,52,283262,Uh Baby,2017,False,41,0.475,-4.814,0.738,0.631
Kida,52,283262,"Abandoned by God (From ""Demon's Souls"") [Maiden Astraea]",2017,False,35,0.104,-14.659,0.231,0.279
Kida,52,283262,Drunk,2020,False,41,0.184,-6.271,0.665,0.535
Kida,52,283262,Ti,2018,False,40,0.388,-5.242,0.452,0.735
Kida,52,283262,HMU,2021,False,29,0.185,-25.399,0.33,0.127
Kida,52,283262,"Epitaph for Boletaria (From ""Demon's Souls"") [Maiden in Black]",2017,False,32,0.0422,-12.255,0.0809,0.262
Kida,52,283262,Merri Krejt,2018,False,39,0.202,-6.313,0.525,0.539
Kida,52,283262,Ike,2021,False,40,0.802,-4.869,0.496,0.647
Kida,52,283262,Issa Vibe,2018,True,33,0.813,-6.938,0.852,0.63
Kida,52,283262,Death Wish,2023,True,21,0.162,-7.381,0.423,0.722
Kida,52,283262,Banger (feat. Boj),2023,False,37,0.361,-5.831,0.822,0.657
Kida,52,283262,Wanna Dance,2023,False,37,0.834,-9.572,0.833,0.415
Kida,52,283262,Again,2018,False,38,0.531,-7.722,0.846,0.605
Kida,52,283262,Glacier Boy,2021,True,20,0.403,-9.893,0.617,0.54
Tayna,54,189375,O Jetë,2023,False,66,0.664,-5.58,0.777,0.683
Tayna,54,189375,Xhelozi,2023,False,56,0.73,-7.002,0.736,0.57
Tayna,54,189375,Kalle,2023,False,50,0.632,-5.486,0.732,0.727
Tayna,54,189375,Columbiana,2018,True,49,0.721,-5.248,0.787,0.714
Tayna,54,189375,Teket,2023,False,47,0.863,-7.147,0.839,0.753
Tayna,54,189375,Mashallah,2023,False,49,0.488,-9.57,0.66,0.463
Tayna,54,189375,QE QE,2020,False,47,0.714,-2.741,0.64,0.784
Tayna,54,189375,Aje,2018,False,46,0.794,-5.543,0.893,0.596
Tayna,54,189375,Sicko,2019,False,51,0.489,-3.359,0.752,0.866
Tayna,54,189375,Bye Bye,2019,False,48,0.146,-3.976,0.567,0.774
Tayna,54,189375,Hala,2021,False,45,0.539,-6.811,0.793,0.504
Tayna,54,189375,UNAZA,2024,False,45,0.348,-5.898,0.604,0.564
Tayna,54,189375,Edhe Ti,2020,False,46,0.725,-3.522,0.794,0.746
Tayna,54,189375,Pasite,2019,False,43,0.249,-3.606,0.794,0.857
Tayna,54,189375,Moona,2021,False,45,0.665,-3.798,0.885,0.742
Tayna,54,189375,Doruntina,2018,True,43,0.618,-4.261,0.642,0.703
Tayna,54,189375,Tequila,2022,False,44,0.28,-4.849,0.747,0.845
Tayna,54,189375,Teket,2022,False,42,0.863,-7.147,0.839,0.753
Tayna,54,189375,Sdu me ni,2023,True,38,0.614,-4.887,0.467,0.695
Tayna,54,189375,Alpha Omega,2022,True,41,0.696,-7.049,0.716,0.758
Tayna,54,189375,Merri,2023,False,41,0.453,-7.738,0.512,0.512
Tayna,54,189375,Anaconda,2022,True,43,0.839,-5.892,0.503,0.857
Tayna,54,189375,Tequila,2023,False,40,0.28,-4.849,0.747,0.845
Tayna,54,189375,Merri,2023,False,42,0.453,-7.738,0.512,0.512
Tayna,54,189375,Sdu me ni,2022,True,37,0.614,-4.887,0.467,0.695
Tayna,54,189375,Caliente,2019,False,40,0.603,-2.17,0.728,0.91
Tayna,54,189375,Anaconda,2023,True,38,0.839,-5.892,0.503,0.857
Tayna,54,189375,Magdalena,2021,False,33,0.363,-4.134,0.754,0.682
Tayna,54,189375,Columbiana,2018,True,39,0.702,-5.249,0.788,0.713
Tayna,54,189375,Valle,2023,False,36,0.579,-2.77,0.934,0.855
Marin,48,97580,Bubblegum Bitch,2012,True,79,0.609,-5.123,0.495,0.856
Marin,48,97580,Oh No!,2010,False,75,0.964,-3.971,0.77,0.896
Marin,48,97580,Are You Satisfied?,2010,False,72,0.843,-4.992,0.669,0.712
Marin,48,97580,Primadonna,2012,False,75,0.427,-2.671,0.66,0.689
Marin,48,97580,How to Be a Heartbreaker,2012,False,73,0.849,-4.696,0.69,0.897
Marin,48,97580,Hermit the Frog,2010,True,69,0.487,-4.545,0.609,0.679
Marin,48,97580,Teen Idle,2012,False,68,0.374,-6.26,0.571,0.651
Marin,48,97580,Seventeen,2010,True,65,0.798,-5.755,0.771,0.816
Marin,48,97580,Ancient Dreams in a Modern Land,2021,False,69,0.638,-5.002,0.578,0.793
Marin,48,97580,The Family Jewels,2010,False,66,0.517,-5.271,0.775,0.552
Marin,48,97580,Girls,2010,False,61,0.945,-5.072,0.666,0.873
Marin,48,97580,Venus Fly Trap,2021,True,63,0.518,-4.392,0.586,0.856
Marin,48,97580,Man's World,2021,False,62,0.226,-5.684,0.496,0.709
Marin,48,97580,Savages,2015,False,52,0.731,-7.199,0.759,0.76
Marin,48,97580,The Family Jewels,2010,False,59,0.517,-5.271,0.775,0.552
Marin,48,97580,Hermit the Frog,2010,True,61,0.541,-4.473,0.617,0.654
Marin,48,97580,Yahweh Se Manifestará (Ao Vivo),2023,False,61,0.0812,-8.299,0.308,0.673
Marin,48,97580,All In,2023,False,53,0.66,-7.061,0.659,0.729
Marin,48,97580,Homewrecker,2012,False,56,0.195,-5.709,0.484,0.756
Marin,48,97580,Lies,2012,False,56,0.278,-5.582,0.561,0.671
Marin,48,97580,Froot,2015,False,49,0.726,-5.849,0.614,0.812
Marin,48,97580,About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”,2020,False,59,0.281,-5.567,0.636,0.758
Marin,48,97580,Purge The Poison,2021,False,57,0.544,-5.082,0.581,0.822
Marin,48,97580,I Am Not a Robot,2010,False,56,0.489,-5.405,0.665,0.494
Marin,48,97580,Santorini,2023,False,58,0.36,-17.749,0.814,0.155
Marin,48,97580,Are You Satisfied?,2010,False,67,0.798,-4.969,0.667,0.728
Marin,48,97580,Starring Role,2012,True,53,0.41,-4.99,0.529,0.8
Marin,48,97580,I Love You But I Love Me More,2021,True,55,0.267,-4.914,0.497,0.881
Marin,48,97580,How to Be a Heartbreaker,2012,False,49,0.849,-4.696,0.69,0.897
Marin,48,97580,I Am Not a Robot,2010,False,51,0.452,-4.559,0.606,0.636
Finem,51,122422,LUTEM,2023,True,56,0.172,-4.746,0.707,0.742
Finem,51,122422,BAGDAD,2023,False,57,0.526,-2.81,0.809,0.868
Finem,51,122422,9 MILLY,2023,True,55,0.143,-6.218,0.702,0.585
Finem,51,122422,Milano,2022,False,51,0.354,-3.905,0.797,0.733
Finem,51,122422,Ku Je Ti,2021,False,52,0.297,-6.026,0.721,0.804
Finem,51,122422,Gasolina,2023,True,49,0.793,-7.459,0.591,0.729
Finem,51,122422,Benzi,2019,True,47,0.213,-6.007,0.75,0.623
Finem,51,122422,Anakonda,2022,False,47,0.432,-6.107,0.513,0.884
Finem,51,122422,S'je Mo,2020,True,45,0.354,-9.661,0.648,0.467
Finem,51,122422,Tipa,2022,True,43,0.403,-6.134,0.607,0.627
Finem,51,122422,Ajo Ajo,2022,True,43,0.572,-6.087,0.648,0.768
Finem,51,122422,Avioni,2021,True,42,0.194,-8.141,0.554,0.797
Finem,51,122422,Meteor,2023,False,40,0.336,-7.709,0.644,0.745
Finem,51,122422,Drill,2022,True,42,0.521,-6.341,0.802,0.778
Finem,51,122422,KPT 2,2021,True,41,0.454,-5.614,0.588,0.855
Finem,51,122422,K.P.T,2019,True,40,0.556,-8.195,0.454,0.653
Finem,51,122422,Gazi n'Fund,2020,True,38,0.593,-8.944,0.702,0.762
Finem,51,122422,Elizabeta,2020,True,38,0.814,-8.245,0.77,0.612
Finem,51,122422,Jeni t'Lodht,2019,True,37,0.831,-6.787,0.569,0.843
Finem,51,122422,N'Katror,2019,True,35,0.791,-5.995,0.731,0.521
Finem,51,122422,Panama,2020,True,33,0.764,-5.859,0.671,0.824
Finem,51,122422,Far Away,2023,False,16,0.351,-21.647,0.327,0.0862
Finem,51,122422,Grass,2023,False,14,0.172,-20.876,0.276,0.0844
Finem,51,122422,to decompose,2022,False,4,0.0783,-12.326,0.355,0.384
Finem,51,122422,grow,2022,False,4,0.15,-8.734,0.363,0.506
Finem,51,122422,Angel (M.A.S. Collective Vocal),2009,False,9,0.52,-16.675,0.742,0.54
Finem,51,122422,Singing,2023,False,5,0.528,-22.084,0.332,0.0299
Finem,51,122422,Modah Ani/Asher Yatzar,2004,False,4,0.737,-11.172,0.441,0.458
Finem,51,122422,Ocho Kandelikas,2013,False,11,0.582,-11.83,0.596,0.293
Finem,51,122422,If You Fall - Original Album Version,2019,False,7,0.531,-11.73,0.691,0.878
BARDHI,52,95766,MASHTRUSE,2023,False,57,0.87,-5.89,0.816,0.689
BARDHI,52,95766,Betohemi 2,2023,False,53,0.505,-6.766,0.6,0.648
BARDHI,52,95766,Sa Me Do,2023,False,55,0.837,-6.345,0.797,0.649
BARDHI,52,95766,FERRARI,2023,False,52,0.33,-5.877,0.735,0.83
BARDHI,52,95766,Policia,2023,False,54,0.494,-4.79,0.781,0.787
BARDHI,52,95766,RAKIA,2022,True,47,0.784,-8.18,0.824,0.529
BARDHI,52,95766,AMA,2022,True,46,0.703,-7.016,0.708,0.709
BARDHI,52,95766,Zhytem,2022,False,44,0.431,-9.123,0.522,0.503
BARDHI,52,95766,MALLI,2023,False,45,0.252,-7.47,0.56,0.541
BARDHI,52,95766,KALLI,2022,False,41,0.933,-7.13,0.746,0.665
BARDHI,52,95766,DASHNI E VJETER,2023,False,40,0.853,-4.318,0.706,0.77
BARDHI,52,95766,Betohemi,2020,False,42,0.299,-4.558,0.654,0.578
BARDHI,52,95766,MYKONOS,2023,False,41,0.873,-4.98,0.723,0.758
BARDHI,52,95766,Shtinja Flaken,2023,False,38,0.691,-5.223,0.768,0.767
BARDHI,52,95766,MI AMOR,2022,False,35,0.861,-6.884,0.772,0.727
BARDHI,52,95766,QEF,2021,False,35,0.41,-4.165,0.7,0.805
BARDHI,52,95766,KATILE,2022,False,36,0.518,-8.117,0.724,0.638
BARDHI,52,95766,Merri,2021,False,37,0.463,-8.675,0.574,0.538
BARDHI,52,95766,COPE COPE,2021,True,34,0.423,-7.082,0.725,0.592
BARDHI,52,95766,TE DUA,2023,False,34,0.706,-7.368,0.724,0.74
BARDHI,52,95766,Emanuela,2021,True,32,0.532,-3.886,0.798,0.676
BARDHI,52,95766,Prap,2022,False,34,0.287,-10.008,0.607,0.439
BARDHI,52,95766,Engjulli im,2022,False,33,0.421,-4.384,0.6,0.711
BARDHI,52,95766,Kadale,2021,False,34,0.685,-3.868,0.707,0.666
BARDHI,52,95766,HAYAT,2022,False,41,0.47,-6.25,0.64,0.622
BARDHI,52,95766,A Je ?,2021,False,34,0.337,-6.452,0.572,0.528
BARDHI,52,95766,LOT,2021,True,31,0.306,-4.919,0.688,0.66
BARDHI,52,95766,Mfal,2021,False,29,0.858,-5.745,0.826,0.523
BARDHI,52,95766,Zemren,2021,False,31,0.481,-4.508,0.565,0.765
BARDHI,52,95766,Sa Mire Po Dokesh,2021,False,26,0.771,-4.944,0.682,0.836
Ardian Bujupi,56,199827,Valle Kosovare (feat. Shpat Kasapi),2023,False,57,0.897,-6.77,0.806,0.757
Ardian Bujupi,56,199827,Rahat - Instrumental,2019,False,38,0.175,-6.188,0.841,0.489
Ardian Bujupi,56,199827,ANDIAMO,2017,False,52,0.805,-3.944,0.871,0.688
Ardian Bujupi,56,199827,Cika Cika,2018,False,51,0.671,-5.146,0.802,0.698
Ardian Bujupi,56,199827,Panorama,2020,False,49,0.644,-5.569,0.901,0.697
Ardian Bujupi,56,199827,Ku Jena,2023,False,56,0.556,-4.953,0.89,0.839
Ardian Bujupi,56,199827,Peligrosa,2021,False,49,0.585,-7.044,0.735,0.677
Ardian Bujupi,56,199827,Wie im Traum - Instrumental,2019,False,32,0.154,-8.863,0.827,0.48
Ardian Bujupi,56,199827,Gelato (feat. Ledri Vula),2022,False,43,0.698,-4.87,0.732,0.811
Ardian Bujupi,56,199827,Aventura (feat. Noizy),2022,False,42,0.873,-4.905,0.832,0.649
Ardian Bujupi,56,199827,Aventura (feat. Noizy),2022,False,38,0.891,-4.587,0.857,0.602
Ardian Bujupi,56,199827,Na jena njo,2017,False,38,0.402,-6.63,0.76,0.695
Ardian Bujupi,56,199827,Meine Liebe,2019,False,41,0.266,-5.341,0.677,0.738
Ardian Bujupi,56,199827,Adrenalina,2021,False,41,0.881,-8.392,0.962,0.502
Ardian Bujupi,56,199827,Wie im Traum,2019,False,60,0.469,-5.682,0.824,0.727
Ardian Bujupi,56,199827,Skena Koh,2023,False,42,0.37,-8.201,0.901,0.523
Ardian Bujupi,56,199827,Pina Whiskey,2021,False,44,0.678,-7.475,0.853,0.548
Ardian Bujupi,56,199827,CIKA CIKA (feat. Xhensila) - Remix,2019,False,34,0.662,-4.371,0.839,0.826
Ardian Bujupi,56,199827,Tranova,2022,False,40,0.859,-3.262,0.826,0.745
Ardian Bujupi,56,199827,Modela,2020,False,43,0.473,-5.314,0.904,0.512
Ardian Bujupi,56,199827,Lotto,2022,True,42,0.496,-6.742,0.873,0.625
Ardian Bujupi,56,199827,Ka Je Bonita,2021,False,40,0.83,-5.839,0.781,0.532
Ardian Bujupi,56,199827,Paname,2021,False,36,0.719,-4.55,0.693,0.738
Ardian Bujupi,56,199827,Te Du Krejt,2017,False,28,0.67,-4.75,0.85,0.666
Ardian Bujupi,56,199827,Atlantik,2022,False,44,0.836,-5.216,0.839,0.656
Ardian Bujupi,56,199827,Arrita,2019,False,32,0.429,-4.735,0.801,0.722
Ardian Bujupi,56,199827,3 Panamera,2023,True,41,0.645,-6.293,0.788,0.668
Ardian Bujupi,56,199827,CIKA CIKA (feat. Xhensila) - Remix,2019,False,29,0.645,-4.393,0.833,0.836
Ardian Bujupi,56,199827,Pina Whiskey,2022,False,36,0.675,-7.464,0.855,0.547
Ardian Bujupi,56,199827,Per Ty (feat. MEL),2022,True,36,0.553,-5.413,0.68,0.754
Lyrical Son,52,83670,Menemadhe,2019,True,48,0.636,-4.645,0.856,0.683
Lyrical Son,52,83670,Hey Girl,2019,True,47,0.436,-6.442,0.93,0.596
Lyrical Son,52,83670,Amore,2019,True,37,0.291,-9.745,0.652,0.606
Lyrical Son,52,83670,Me Ta Pyl,2013,True,38,0.725,-8.019,0.751,0.881
Lyrical Son,52,83670,Ajo po don,2020,True,34,0.377,-7.8,0.657,0.561
Lyrical Son,52,83670,Mos Shko,2013,True,31,0.615,-9.276,0.343,0.735
Lyrical Son,52,83670,Rruga n'club,2019,True,30,0.484,-10.207,0.653,0.533
Lyrical Son,52,83670,Mafia Shqip,2019,True,29,0.62,-7.271,0.773,0.648
Lyrical Son,52,83670,Po pritoj,2008,True,28,0.557,-7.637,0.863,0.48
Lyrical Son,52,83670,Rraspia e Shehrit,2013,False,27,0.676,-14.301,0.603,0.527
Lyrical Son,52,83670,Dilem jasht,2021,True,28,0.606,-9.917,0.781,0.661
Lyrical Son,52,83670,Leshkobar,2019,True,27,0.665,-5.18,0.924,0.625
Lyrical Son,52,83670,Special,2013,True,24,0.466,-12.975,0.513,0.682
Lyrical Son,52,83670,Sensimilia,2013,True,19,0.808,-6.896,0.476,0.679
Lyrical Son,52,83670,Qellimi,2013,True,18,0.497,-7.352,0.473,0.811
Lyrical Son,52,83670,Goodbye Song,2022,True,3,0.23,-8.292,0.592,0.753
Lyrical Son,52,83670,Oxygen,2013,True,11,0.185,-8.608,0.506,0.711
Lyrical Son,52,83670,Jo Haver,2013,False,15,0.572,-11.659,0.586,0.618
Lyrical Son,52,83670,E boj me qef,2008,False,15,0.822,-5.969,0.87,0.61
Lyrical Son,52,83670,Mu bo estrad,2008,False,13,0.867,-5.316,0.779,0.584
Lyrical Son,52,83670,Up in da club,2008,True,14,0.651,-2.549,0.945,0.903
Lyrical Son,52,83670,High medet high,2008,False,18,0.851,-4.821,0.903,0.805
Lyrical Son,52,83670,Ekstravaganca,2013,True,15,0.4,-7.015,0.662,0.764
Lyrical Son,52,83670,Sexy Linda,2019,False,13,0.959,-13.301,0.691,0.48
Lyrical Son,52,83670,Aprili li,2008,False,17,0.896,-4.596,0.967,0.814
Lyrical Son,52,83670,Sonnet,2023,False,1,0.47,-26.23,0.565,0.0199
Lyrical Son,52,83670,Last Song,2016,False,1,0.706,-3.232,0.724,0.932
Lyrical Son,52,83670,Prodigal Son,2014,False,0,0.514,-8.975,0.789,0.577
Lyrical Son,52,83670,Disco Me Uzi - Remix,2013,True,13,0.689,-10.945,0.783,0.551
Lyrical Son,52,83670,Hot Shorts,2008,False,14,0.853,-5.152,0.952,0.521
2Ton,49,162384,safe place,2023,False,54,0.961,-8.097,0.824,0.568
2Ton,49,162384,cozy,2022,True,52,0.966,-7.972,0.805,0.561
2Ton,49,162384,earth boy,2022,True,46,0.481,-8.813,0.788,0.591
2Ton,49,162384,buried alive,2023,False,38,0.152,-8.147,0.485,0.721
2Ton,49,162384,Bop It!,2020,True,40,0.773,-7.226,0.767,0.679
2Ton,49,162384,K.K. Slide (That's Alright),2020,True,37,0.634,-12.886,0.852,0.371
2Ton,49,162384,who am i?,2022,True,34,0.651,-6.028,0.682,0.654
2Ton,49,162384,danger to myself,2023,False,32,0.609,-9.353,0.72,0.493
2Ton,49,162384,shadow work,2022,True,30,0.457,-6.326,0.351,0.795
2Ton,49,162384,she's a 10,2022,False,31,0.797,-2.716,0.641,0.814
